psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,2-Mar,3-Mar,4-Mar,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
102411,1,1,27,27163,2,U,2,2,1,2, , ,1,1,1, ,3, , , , , , ,1,1,1,2,2,2,2, ,2,1,2,1,1,3,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,1,2, , , ,1,2,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,20,2, , , ,3,4,4,2, ,2,5,1, ,2, , , , , , , , , , , ,4.516129032,1.426090684
102414,1,1,4,4025,4,S,1,1,2,3,1,1, ,2,1, ,2, , , , , , ,2,1,1,1,2,1,2,1, ,1,2,1,2,6,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,3, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,2,2,2,2,2, , , , , , ,8,9,9,8,2,2,2,1,2,1,2,2,2, ,2,2,2,2,2,60,2, , , ,2,6,2,2, ,9,5,1, ,3, , , , , ,CHEAP PHONE, , , , , ,1.516129032,0.478759015
102415,1,1,38,38089,2,R,2,1,2,3,1,1, ,1,1, ,4, , , , , , ,1,1,1,2,2,1,2,1, ,1,2,1,1,1,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,47, , ,2, , ,2,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,66,2, , , ,2,4,3,2, ,1,1,1, ,2, , , , , , , , , , , ,1.451612903,0.458386291
102428,1,1,38,38093,2,R,2,2,2,1, , ,1,1,1, ,4, , , , , , ,2,2,2,2,2,2,2, , ,1,1,1,2,6,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,34, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1, ,2,1,1,1,2,2,2,1,1,2,2,2,2,57,2, , , ,2,4,2,2, ,1,99,1, ,2, , , , , ,SPRINT PHONE WITH SLIDING KEYBOARD, , , , , ,1.580645161,0.499131739
102429,1,1,48,48019,3,S,1,1,1,3,1,1, ,1,1, ,4, , , , , , ,1,2,2,2,2,2,2, , ,1,2,1,2,7,1,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,25, , ,2, , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,1, ,2,1,2,1,2,1,2,2,2,2,2,2,2,60,2, , , ,2,4,1,2, ,1,6,1, ,1, , , , , , , , , , , ,2.612903226,0.825095324
102441,1,1,17,17031,2,S,1,2,2,4, , ,2,2, , , ,2,2,2,3,2,1, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,67,2, , , ,1,2,3,2, ,1,3,1, ,3, , , , , , , , , , , ,1.870967742,0.590808998
102443,1,1,55,55133,2,S,2,1,1,3,2,2, ,2, , , ,1,2,2,3,2,1, , , , , , , , , ,1,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,45, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,8,2,1, , , , ,3, , ,1, ,2,2,2,2,2,2,71,2, , , ,2,4,3,2, ,1,5,1, ,3, , , , , , , , , , , ,2,0.631554446
102445,1,1,48,48501,3,R,1,2,2,4, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,2,2, ,2,1,2,1,2,7,1,2,1,2,2,1,1,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,1,2, , , , , , , , , , , , ,2,2,2,60,2, , , ,1,2,6,1,1,6,1,1, ,2, , , , , , , , , , ,HISPANIC,1.032258065,0.325963585
102457,1,1,40,40143,3,S,2,1,2,2,1,1, ,1,1, ,4, , , , , , ,2,1,1,2,2,1,2,1, ,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , , , ,1, ,26, , ,2, , ,2,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,1,2,2,2,2,2,51,1,1,1,0,2,6,1,2, ,1,7,1, ,2, , , , , , , , , , , ,2.225806452,0.70285898
102466,1,1,6,6019,4,S,1,1,1,3,1,1, ,1,1, ,2, , , , , , ,2,1,1,2,2,1,1,1, ,1,1,1,1,3,1,2,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,35, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,2,8,1,2, ,1,8,1, ,2, , , , , , , , , , , ,1.387096774,0.438013567
102476,1,1,6,6085,4,U,1,1,2,3,1,1, ,2,1, ,2, , , , , , ,2,2,1,2,2,2,2, , ,1,2,1,2,14,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,60, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,8,8,8,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,78,2, , , ,3,3,3,2, ,1,98,1, ,3, , , , , , , , , , , ,3.483870968,1.100127099
102478,1,1,6,6071,4,S,2,1,1,3,1,1, ,1,1, ,4, , , , , , ,1,1,2,2,2,2,2,2, ,1,1,1,1,3,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,1,1, , , ,1,2, , , ,2,2,2, , , , ,1,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,2,2,1,2,2,1,2,2,2, , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,1,2,50,2, , , ,1,8,1,2, ,1,99,1, ,3, , , , , , , , , , , ,1.258064516,0.397268119
102487,1,1,6,6037,4,U,1,1,2,2,1,1, ,1,1, ,4, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,1,1,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,44,2, , , ,1,6,1,1,1,1,7,1, ,2, , , , , , , , , , , ,1.870967742,0.590808998
102489,1,1,17,17197,2,U,1,2,1,4, , ,1,1,1, ,4, , , , , , ,2,1,8,1,2,2,2, ,1,1,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,3,2, ,1,1, , , ,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,1,2,56,2, , , ,1,3,4,2, ,2,4,1, ,1, , , , , , , , , , , ,2.387096774,0.75379079
102494,1,1,28,28087,3,R,1,2,2,3, , ,1,1,1, ,2, , , , , , ,2,1,2,2,2,2,2, ,2,1,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,32, , ,2, , ,1,2, , , ,1,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,58,2, , , ,4,3,3,2, ,1,6,1, ,2, , , , , , , , , , , ,3.419354839,1.079754375
102498,1,1,17,17031,2,S,2,2,2,3, , ,1,2,1, ,3, , , , , , ,2,1,2,2,2,2,2, ,1,1,2,1,2,12,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,1,8, , , , , , , , , , , , ,2,2,2,62,2, , , ,1,4,2,2, ,1,1,1, ,3, , , , , , , , , , , ,1.709677419,0.539877187
102513,1,1,22,22019,3,S,1,1,2,3,1,1, ,2,1, ,1, , , , , , ,1,2,2,2,2,2,2, , ,1,1,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,51, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,68,2, , , ,2,5,3,2, ,1,1,1, ,2, , , , , , , , , , , ,1.516129032,0.478759015
102523,1,1,55,55073,2,U,2,2,2,2, , ,2,2, , , ,2,2,2,8,2,2, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,1,1, , , , , , , , , , , , ,2,2,2,92,2, , , ,1,3,3,2, ,1,7,1, ,3, , , , , , , , , , , ,1.096774194,0.346336309
102535,1,1,4,4013,4,S,2,1,2,3,1,1, ,1,1, ,2, , , , , , ,1,1,2,2,2,1,2,1, ,1,1,1,1,3,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,1, ,17, , ,2, , ,1,1, , , ,1,2, , , ,1,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,37,1,3,0,1,2,3,2,2, ,1,8,1, ,2, , , , , , , , , , , ,3,0.947331668
102553,1,1,17,17015,2,R,1,2,2,2, , ,2,1,2,97, , , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,8,8,2, , , , , , , , , , , , ,2,2,2,83,2, , , ,1,3,3,2, ,1,99,1, ,3, , ,DONT HAVE ONE, , , , , , , , ,1.096774194,0.346336309
102558,1,1,27,27047,2,R,2,2,2,1, , ,2,2, , , ,2,2,2,1,2,2, , , , , , , , , ,1,2,1,2,6,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,53, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2, , , , ,3, , ,2, , ,2,2,2,2,2,75,2, , , ,2,3,3,2, ,1,7,1, ,3, , , , , ,VERIZON PHONE, , , , , ,1.709677419,0.539877187
102560,1,2,48,48339,3,S,1,1,2,3,1,1, ,1,1, ,4, , , , , , ,1,1,2,2,2,1,1,2, ,1,2,1,2,11,1,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,7, , ,2, , ,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,37,2, , , ,1,8,2,1,3,2,3,1, ,2, , , , , , , , , , , ,1.193548387,0.376895395
102561,1,1,27,27131,2,R,2,2,2,2, , ,2,2, , , ,2,2,2,12,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,8,8,8, , , , , , , , , , , , , , , ,87,2, , , ,1,3,3,2, ,1,98,1,2, , , , , , , , , , , , ,2.967741935,0.937145306
102565,1,1,49,49011,4,S,2,2,1,1, , ,1,1,1, ,5, , , , , , ,1,2,1,2,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,15, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,42,1,6,1,0,2,8,1,2, ,1,99,1, ,2, , , , , , , , , , , ,2.096774194,0.662113532
102566,1,1,35,35015,4,R,2,1,2,3,2,2, ,2, , , ,2,2,2,2,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , , , , ,60,2, , , ,1,3,4,2, ,1,1,1,2, , , , , , , , , , , , ,3.419354839,1.079754375
102574,1,1,6,6073,4,S,1,2,2,4, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,2, ,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,3,2, ,2, , , , ,1,1, , , ,1,2, , , ,1,1,1, , , , ,1,3, , , , , , , , , , , , , , , , ,1,3, , , , , , , , , , , , , , , ,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,3,1,2,1,2,2, , , , , , , , , , , , ,2,1,2,35,1,0,1,0,1,6,2,2, ,1,2,1, ,1, , , , , , , , , , , ,2.161290323,0.682486256
102582,1,1,6,6037,4,S,2,1,2,4,1,1, ,1,1, ,3, , , , , , ,2,1,2,2,2,1,2,2, ,1,1,1,1,1,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,3,1,5, , ,2, , ,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,2,1,1,2,2, , , , , , ,1,2,2,2,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,48,1,2,0,0,1,8,1,2, ,4,8,1, ,2, , , , , , , , , , , ,2.677419355,0.845468048
102588,1,1,6,6073,4,U,2,2,2,3, , ,1,1,1, ,3, , , , , , ,1,1,2,1,2,1,1, ,2,1,2,1,1,99,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , ,1, ,99, , ,2, , ,1,2, , , ,1,1, , , ,1,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,9,9,2,31,1,1,0,0,2,99,9,2, ,1,99,1, ,1, , , , , , , , , , , ,2.35483871,0.743604428
102602,1,1,26,26015,2,S,2,2,2,3, , ,1,2,1, ,4, , , , , , ,2,2,2,2,8,2,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1,2, ,2,1,3, ,2,2,1, ,2,2,9,2,2,60,2, , , ,2,6,1,2, ,1,5,1, ,3, , , , , , , , , , , ,1.516129032,0.478759015
102605,1,1,21,21111,3,U,1,2,2,1, , ,1,1,1, ,3, , , , , , ,1,2,2,2,2,1,2, , ,1,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,18, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,1,2,2,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,53,1,0,0,1,2,6,1,2, ,1,9,1, ,2, , , , , , , , , , , ,2.580645161,0.814908962
102612,1,1,39,39003,2,U,2,2,2,3, , ,2,2, , , ,2,2,2,97,2,1, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , , , , ,99,2, , , ,1,3,3,2, ,2,5,1,2, , , , , ,YOU WERE BROUGHT UP IN A DIFFERENT GENERATION. THAT WASN'T THE LIFE STYLE THEN., , , , , , ,2.838709677,0.896399858
102613,1,1,51,51650,3,U,1,1,1,5,1,1, ,2,1, ,4, , , , , , ,2,1,2,1,2,1,1,1, ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,45, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2, ,2,2,2,2,2,75,2, , , ,2,6,3,2, ,1,8,1, ,3, , , , , , , , , , , ,1.483870968,0.468572653
102615,1,1,18,18081,2,S,1,1,2,3,2,2, ,2, , , ,2,2,2,9,1,1, , , , , , , , , ,1,2,1,2,14,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,2, , ,2, , , , , , , , , , , , , , , ,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,1, , , , ,3, , ,2, , ,2,2,2,2,2,67,2, , , ,1,3,4,2, ,1,4,1, ,3, , , , , , , , , , , ,1.419354839,0.448199929
102619,1,1,12,12071,3,S,2,1,2,4,1,1, ,2,1, ,3, , , , , , ,2,1,1,1,8,2,2,1, ,1,2,1,2,14,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,1,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , ,2,2,2,61,2, , , ,2,4,6,2, ,1,2,1, ,2, , , , , , , , , , , ,1.838709677,0.580622635
102622,1,1,13,13135,3,S,1,1,2,4,1,1, ,2,1, ,3, , , , , , ,2,1,2,1,2,1,2,2, ,1,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,47, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,68,2, , , ,2,8,8,2, ,2,6,1, ,2, , , , , , , , , , , ,1.322580645,0.417640843
102626,1,1,18,18151,2,R,2,2,1,2, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,2,2, ,1,1,2,1,1,3,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,41, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,1,2,2,1,3, ,2,2,2,2,2,2,2,1,2,60,2, , , ,2,3,1,2, ,1,7,1, ,2, , , , , , , , , , , ,3.516129032,1.110313461
102632,1,1,26,26099,2,S,2,2,2,4, , ,1,2,1, ,3, , , , , , ,2,2,2,2,8,2,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,1,2,1,2,2,1,2, , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,70,2, , , ,1,3,3,2, ,1,2,1, ,2, , , , , , , , , , , ,1.580645161,0.499131739
102639,1,1,13,13317,3,R,1,2,2,4, , ,2,2, , , ,2,2,2,12,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,1,1, , , , , , , , , , , , , , , ,92,2, , , ,1,5,3,2, ,1,99,9,2, , , , , , , , , , , , ,1.548387097,0.488945377
102641,1,1,12,12105,3,S,1,1,1,2,1,1, ,2,1, ,3, , , , , , ,2,2,2,2,2,1,2, , ,1,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,57, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,78,2, , , ,2,4,3,2, ,1,6,1, ,1, , , , , , , , , , , ,2.35483871,0.743604428
102659,1,1,36,36027,1,S,2,2,1,1, , ,1,1,2,10, , , , , , , ,2,2,2,2,8,1,2, , ,1,1,1,2,6,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,1, ,2,1,3, ,2,1,2, ,2,2,2,2,2,48,2, , , ,2,3,5,2, ,1,6,1, ,2, , , , , ,"SOMETHING ELSE, OLD, OLD", , , , , ,4.290322581,1.354786149
102662,1,1,12,12105,3,S,1,1,2,3,1,2, ,2,1, ,1, , , , , , ,2,2,2,2,8,1,1, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,71,2, , , ,1,8,3,2, ,2,99,1, ,3, , , , , , , , , , , ,1,0.315777223
102664,1,1,21,21111,3,U,2,1,2,3,2,1, ,1,1, ,3, , , , , , ,2,1,2,2,2,2,2,2, ,1,2,1,1,3,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,1,1, , , , , , , , , , , , ,2,2,2,58,2, , , ,2,1,6,2, ,1,99,1, ,3, , , , , , , , , , , ,3.161290323,0.998263479
102674,1,1,36,36083,1,S,2,2,1,2, , ,2,2, , , ,1,2,2,3,3,1, , , , , , , , , ,1,2,1,8,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,2, ,14, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,8,8,8, , , , ,3, , ,2, , ,2,9,2,2,2,69,2, , , ,2,8,3,2, ,1,2,9, ,3, , , , , , , , , , , ,1.483870968,0.468572653
102677,1,1,24,24033,3,S,2,2,2,1, , ,1,1,1, ,4, , , , , , ,2,1,2,2,2,2,2, ,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1, , , , , , , , , , , , , ,1, ,16, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,1,1,2,2,2, ,1,2,2,2,2,40,1,0,2,1,2,6,1,2, ,3,7,1, ,2, , , , , , , , , , , ,3.387096774,1.069568013
102680,1,1,37,37027,3,S,2,2,2,1, , ,1,2,1, ,4, , , , , , ,2,1,2,2,2,1,2, ,2,1,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,2,2,2,2,3, ,2,2,3,2,2,2,2,2,2,64,2, , , ,2,6,3,2, ,1,7,1, ,3, , , , , , , , , , , ,1.419354839,0.448199929
